accuracy,micro_avg_precision,micro_avg_recall,micro_avg_f1,macro_avg_precision,macro_avg_recall,macro_avg_f1,iteration,fold,data_type,Modelo
0.9825,0.9825,0.9825,0.9825,0.9826677038678144,0.9825,0.9825281680285964,4,1,val,EfficientNetV2B0 Pre-trained
0.9873333333333332,0.9873333333333332,0.9873333333333332,0.9873333333333332,0.9874934975602804,0.9873333333333332,0.987336352902608,4,1,test,EfficientNetV2B0 Pre-trained
0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.979098385351832,0.9783333333333332,0.9782963935494252,4,2,train,EfficientNetV2B0 Pre-trained
0.9566666666666668,0.9566666666666668,0.9566666666666668,0.9566666666666668,0.9586910832564232,0.9566666666666668,0.956621738633023,4,2,val,EfficientNetV2B0 Pre-trained
0.9546666666666668,0.9546666666666668,0.9546666666666668,0.9546666666666668,0.956462101377723,0.9546666666666668,0.9545500583665236,4,2,test,EfficientNetV2B0 Pre-trained
0.9929166666666668,0.9929166666666668,0.9929166666666668,0.9929166666666668,0.9930485387264056,0.9929166666666668,0.9929341982454812,4,3,train,EfficientNetV2B0 Pre-trained
0.9775,0.9775,0.9775,0.9775,0.978007431314236,0.9775,0.9775260593075148,4,3,val,EfficientNetV2B0 Pre-trained
0.9786666666666668,0.9786666666666668,0.9786666666666668,0.9786666666666668,0.979607373187762,0.9786666666666668,0.978778815801992,4,3,test,EfficientNetV2B0 Pre-trained
0.9910416666666668,0.9910416666666668,0.9910416666666668,0.9910416666666668,0.9912008869388808,0.9910416666666666,0.991039510661508,4,4,train,EfficientNetV2B0 Pre-trained
0.975,0.975,0.975,0.975,0.9760287562676776,0.975,0.974909168978711,4,4,val,EfficientNetV2B0 Pre-trained
0.9713333333333334,0.9713333333333334,0.9713333333333334,0.9713333333333334,0.9723543901027688,0.9713333333333332,0.9714455335821626,4,4,test,EfficientNetV2B0 Pre-trained
0.98875,0.98875,0.98875,0.98875,0.9888657426128264,0.98875,0.9887676050000048,4,5,train,EfficientNetV2B0 Pre-trained
0.9675,0.9675,0.9675,0.9675,0.9684178489078974,0.9675,0.967651857793341,4,5,val,EfficientNetV2B0 Pre-trained
0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9642209583929424,0.9633333333333332,0.9634682079536514,4,5,test,EfficientNetV2B0 Pre-trained
0.9989583333333332,0.9989583333333332,0.9989583333333332,0.9989583333333332,0.9989615739078138,0.9989583333333334,0.9989585476935842,5,1,train,EfficientNetV2B0 Pre-trained
0.9808333333333332,0.9808333333333332,0.9808333333333332,0.9808333333333332,0.9814558605525364,0.9808333333333332,0.9808171475730684,5,1,val,EfficientNetV2B0 Pre-trained
0.98,0.98,0.98,0.98,0.980844176061811,0.98,0.9799760499534677,5,1,test,EfficientNetV2B0 Pre-trained
0.999375,0.999375,0.999375,0.999375,0.999376083038934,0.999375,0.9993749994913732,5,2,train,EfficientNetV2B0 Pre-trained
0.99,0.99,0.99,0.99,0.9900465319509062,0.99,0.989980270539377,5,2,val,EfficientNetV2B0 Pre-trained
0.986,0.986,0.986,0.986,0.9861882654520528,0.986,0.9859982253988064,5,2,test,EfficientNetV2B0 Pre-trained
0.9989583333333332,0.9989583333333332,0.9989583333333332,0.9989583333333332,0.9989607139499675,0.9989583333333332,0.99895822301773,5,3,train,EfficientNetV2B0 Pre-trained
0.9883333333333332,0.9883333333333332,0.9883333333333332,0.9883333333333332,0.9883563640797604,0.9883333333333332,0.9883226821010066,5,3,val,EfficientNetV2B0 Pre-trained
0.9853333333333332,0.9853333333333332,0.9853333333333332,0.9853333333333332,0.9854034572311892,0.9853333333333334,0.9853078868856292,5,3,test,EfficientNetV2B0 Pre-trained
0.995,0.995,0.995,0.995,0.9950311244522678,0.995,0.9949969159961822,5,4,train,EfficientNetV2B0 Pre-trained
0.9808333333333332,0.9808333333333332,0.9808333333333332,0.9808333333333332,0.9812686542399742,0.9808333333333332,0.9809128525991332,5,4,val,EfficientNetV2B0 Pre-trained
0.9766666666666668,0.9766666666666668,0.9766666666666668,0.9766666666666668,0.9769705706677762,0.9766666666666666,0.9766986970301156,5,4,test,EfficientNetV2B0 Pre-trained
0.9977083333333332,0.9977083333333332,0.9977083333333332,0.9977083333333332,0.9977180532931604,0.9977083333333332,0.9977068949153696,5,5,train,EfficientNetV2B0 Pre-trained
0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9793656022725163,0.9791666666666666,0.9791912818349916,5,5,val,EfficientNetV2B0 Pre-trained
0.9806666666666668,0.9806666666666668,0.9806666666666668,0.9806666666666668,0.9810719597018968,0.9806666666666668,0.980619338409722,5,5,test,EfficientNetV2B0 Pre-trained
0.9933333333333332,0.9933333333333332,0.9933333333333332,0.9933333333333332,0.99341608776004,0.9933333333333334,0.9933471652401028,6,1,train,EfficientNetV2B0 Pre-trained
0.9725,0.9725,0.9725,0.9725,0.972755241126442,0.9725,0.9725622549605806,6,1,val,EfficientNetV2B0 Pre-trained
0.978,0.978,0.978,0.978,0.978524099727944,0.978,0.9780406713694472,6,1,test,EfficientNetV2B0 Pre-trained
0.9922916666666668,0.9922916666666668,0.9922916666666668,0.9922916666666668,0.9924675166666456,0.9922916666666666,0.9922967172207974,6,2,train,EfficientNetV2B0 Pre-trained
0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9797020633952508,0.9791666666666669,0.9791244690350258,6,2,val,EfficientNetV2B0 Pre-trained
0.9813333333333332,0.9813333333333332,0.9813333333333332,0.9813333333333332,0.9816726241189596,0.9813333333333332,0.9813378722267464,6,2,test,EfficientNetV2B0 Pre-trained
0.9970833333333332,0.9970833333333332,0.9970833333333332,0.9970833333333332,0.9971003096432106,0.9970833333333332,0.9970826399610428,6,3,train,EfficientNetV2B0 Pre-trained
0.9825,0.9825,0.9825,0.9825,0.9827899946870328,0.9825,0.9824918987955288,6,3,val,EfficientNetV2B0 Pre-trained
0.9753333333333334,0.9753333333333334,0.9753333333333334,0.9753333333333334,0.9759907814527924,0.9753333333333334,0.9752912674384164,6,3,test,EfficientNetV2B0 Pre-trained
0.9575,0.9575,0.9575,0.9575,0.9600032574380352,0.9575,0.956634434992644,6,4,train,EfficientNetV2B0 Pre-trained
0.9391666666666668,0.9391666666666668,0.9391666666666668,0.9391666666666668,0.944598932386554,0.9391666666666666,0.9383749906083334,6,4,val,EfficientNetV2B0 Pre-trained
0.942,0.942,0.942,0.942,0.9448507445303358,0.942,0.941624756871127,6,4,test,EfficientNetV2B0 Pre-trained
0.978125,0.978125,0.978125,0.978125,0.979658479598981,0.978125,0.9781864428816686,6,5,train,EfficientNetV2B0 Pre-trained
0.9525,0.9525,0.9525,0.9525,0.958132113778276,0.9525,0.9529355136404248,6,5,val,EfficientNetV2B0 Pre-trained
0.96,0.96,0.96,0.96,0.9628452598308151,0.96,0.9599610945408384,6,5,test,EfficientNetV2B0 Pre-trained
1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,1,train,EfficientNetV2B0 Pre-trained
0.9808333333333332,0.9808333333333332,0.9808333333333332,0.9808333333333332,0.9808526958511524,0.9808333333333332,0.9808225585371844,7,1,val,EfficientNetV2B0 Pre-trained
0.984,0.984,0.984,0.984,0.98420072170935,0.984,0.98394745760456,7,1,test,EfficientNetV2B0 Pre-trained
0.9870833333333332,0.9870833333333332,0.9870833333333332,0.9870833333333332,0.9874375137789836,0.9870833333333332,0.9870556506117912,7,2,train,EfficientNetV2B0 Pre-trained
0.9691666666666666,0.9691666666666666,0.9691666666666666,0.9691666666666666,0.9709069216169794,0.9691666666666666,0.9691550083257536,7,2,val,EfficientNetV2B0 Pre-trained
0.976,0.976,0.976,0.976,0.9769313334829948,0.976,0.9760400715750468,7,2,test,EfficientNetV2B0 Pre-trained
0.9972916666666668,0.9972916666666668,0.9972916666666668,0.9972916666666668,0.9973099459697572,0.9972916666666668,0.9972924987583424,7,3,train,EfficientNetV2B0 Pre-trained
0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9796239350486668,0.9791666666666666,0.9791545876263676,7,3,val,EfficientNetV2B0 Pre-trained
0.982,0.982,0.982,0.982,0.9821644588257132,0.982,0.9819593317001024,7,3,test,EfficientNetV2B0 Pre-trained
0.9916666666666668,0.9916666666666668,0.9916666666666668,0.9916666666666668,0.9918832669581676,0.9916666666666666,0.9916936525653391,7,4,train,EfficientNetV2B0 Pre-trained
0.9816666666666668,0.9816666666666668,0.9816666666666668,0.9816666666666668,0.9818916080108852,0.9816666666666668,0.9816696819639052,7,4,val,EfficientNetV2B0 Pre-trained
0.974,0.974,0.974,0.974,0.9746028344960818,0.974,0.9739996778278892,7,4,test,EfficientNetV2B0 Pre-trained
0.999375,0.999375,0.999375,0.999375,0.9993758662508664,0.999375,0.99937510822458,7,5,train,EfficientNetV2B0 Pre-trained
0.9866666666666668,0.9866666666666668,0.9866666666666668,0.9866666666666668,0.9866942713125808,0.9866666666666668,0.9866770399755788,7,5,val,EfficientNetV2B0 Pre-trained
0.9793333333333332,0.9793333333333332,0.9793333333333332,0.9793333333333332,0.9797133550154342,0.9793333333333332,0.9793707962392206,7,5,test,EfficientNetV2B0 Pre-trained
0.9939583333333334,0.9939583333333334,0.9939583333333334,0.9939583333333334,0.9940142380831328,0.9939583333333332,0.9939427011128384,8,1,train,EfficientNetV2B0 Pre-trained
0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9788219783960096,0.9783333333333332,0.9782661424250236,8,1,val,EfficientNetV2B0 Pre-trained
0.9693333333333334,0.9693333333333334,0.9693333333333334,0.9693333333333334,0.9705621316604964,0.9693333333333334,0.9688577310033228,8,1,test,EfficientNetV2B0 Pre-trained
0.9970833333333332,0.9970833333333332,0.9970833333333332,0.9970833333333332,0.9970971074380166,0.9970833333333332,0.9970846146601648,8,2,train,EfficientNetV2B0 Pre-trained
0.9808333333333332,0.9808333333333332,0.9808333333333332,0.9808333333333332,0.9811113011021954,0.9808333333333332,0.980855390631444,8,2,val,EfficientNetV2B0 Pre-trained
0.9873333333333332,0.9873333333333332,0.9873333333333332,0.9873333333333332,0.9873506548287972,0.9873333333333332,0.9873332354057216,8,2,test,EfficientNetV2B0 Pre-trained
0.999375,0.999375,0.999375,0.999375,0.9993758662508664,0.999375,0.99937510822458,8,3,train,EfficientNetV2B0 Pre-trained
0.9841666666666666,0.9841666666666666,0.9841666666666666,0.9841666666666666,0.98442606261443,0.9841666666666664,0.9842049832129682,8,3,val,EfficientNetV2B0 Pre-trained
0.9873333333333332,0.9873333333333332,0.9873333333333332,0.9873333333333332,0.9874435675660402,0.9873333333333332,0.9873392167637476,8,3,test,EfficientNetV2B0 Pre-trained
0.9970833333333332,0.9970833333333332,0.9970833333333332,0.9970833333333332,0.9971018139926784,0.9970833333333337,0.9970843831325716,8,4,train,EfficientNetV2B0 Pre-trained
0.9816666666666668,0.9816666666666668,0.9816666666666668,0.9816666666666668,0.982045220353417,0.9816666666666668,0.9816792546598816,8,4,val,EfficientNetV2B0 Pre-trained
0.9786666666666668,0.9786666666666668,0.9786666666666668,0.9786666666666668,0.979082481856787,0.9786666666666668,0.9787264827958252,8,4,test,EfficientNetV2B0 Pre-trained
0.9997916666666666,0.9997916666666666,0.9997916666666666,0.9997916666666666,0.9997918834547346,0.9997916666666666,0.9997916666101526,8,5,train,EfficientNetV2B0 Pre-trained
0.9816666666666668,0.9816666666666668,0.9816666666666668,0.9816666666666668,0.981724414903418,0.9816666666666668,0.9816784979433912,8,5,val,EfficientNetV2B0 Pre-trained
0.9813333333333332,0.9813333333333332,0.9813333333333332,0.9813333333333332,0.9813573949662951,0.9813333333333332,0.9813136590138338,8,5,test,EfficientNetV2B0 Pre-trained
1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,1,train,EfficientNetV2B0 Pre-trained
0.9775,0.9775,0.9775,0.9775,0.9777618927166092,0.9775,0.977486115278684,9,1,val,EfficientNetV2B0 Pre-trained
0.9846666666666668,0.9846666666666668,0.9846666666666668,0.9846666666666668,0.984692937786808,0.9846666666666666,0.9846013979256908,9,1,test,EfficientNetV2B0 Pre-trained
0.9914583333333332,0.9914583333333332,0.9914583333333332,0.9914583333333332,0.9915422581396216,0.9914583333333334,0.9914436390957128,9,2,train,EfficientNetV2B0 Pre-trained
0.9675,0.9675,0.9675,0.9675,0.9686716318390254,0.9675,0.9673737480578016,9,2,val,EfficientNetV2B0 Pre-trained
0.9646666666666668,0.9646666666666668,0.9646666666666668,0.9646666666666668,0.9657655877745752,0.9646666666666668,0.9644535606786118,9,2,test,EfficientNetV2B0 Pre-trained
0.9983333333333332,0.9983333333333332,0.9983333333333332,0.9983333333333332,0.9983344145652264,0.9983333333333334,0.998333006342338,9,3,train,EfficientNetV2B0 Pre-trained
0.9858333333333332,0.9858333333333332,0.9858333333333332,0.9858333333333332,0.9859758263130942,0.9858333333333336,0.985858651102628,9,3,val,EfficientNetV2B0 Pre-trained
0.9873333333333332,0.9873333333333332,0.9873333333333332,0.9873333333333332,0.9873942908813944,0.9873333333333332,0.9873430319993768,9,3,test,EfficientNetV2B0 Pre-trained
0.99625,0.99625,0.99625,0.99625,0.9962694099378882,0.99625,0.9962518130955796,9,4,train,EfficientNetV2B0 Pre-trained
0.9725,0.9725,0.9725,0.9725,0.972624049619848,0.9725,0.972530294916276,9,4,val,EfficientNetV2B0 Pre-trained
0.982,0.982,0.982,0.982,0.9820454426958736,0.982,0.9820108530768088,9,4,test,EfficientNetV2B0 Pre-trained
0.9995833333333334,0.9995833333333334,0.9995833333333334,0.9995833333333334,0.9995837669094692,0.9995833333333334,0.9995833332203052,9,5,train,EfficientNetV2B0 Pre-trained
0.9925,0.9925,0.9925,0.9925,0.9925136294202168,0.9925,0.9924981987761508,9,5,val,EfficientNetV2B0 Pre-trained
0.9873333333333332,0.9873333333333332,0.9873333333333332,0.9873333333333332,0.987365326013782,0.9873333333333332,0.987325163473801,9,5,test,EfficientNetV2B0 Pre-trained
0.9966666666666668,0.9966666666666668,0.9966666666666668,0.9966666666666668,0.99669926336593,0.9966666666666668,0.9966709452705474,10,1,train,EfficientNetV2B0 Pre-trained
0.9775,0.9775,0.9775,0.9775,0.978018497314146,0.9775,0.9775332067622364,10,1,val,EfficientNetV2B0 Pre-trained
0.978,0.978,0.978,0.978,0.978831042876854,0.978,0.9780052212474112,10,1,test,EfficientNetV2B0 Pre-trained
0.9964583333333332,0.9964583333333332,0.9964583333333332,0.9964583333333332,0.9964949517948009,0.9964583333333332,0.9964583174472268,10,2,train,EfficientNetV2B0 Pre-trained
0.985,0.985,0.985,0.985,0.9852913601480636,0.985,0.985004361247365,10,2,val,EfficientNetV2B0 Pre-trained
0.9713333333333334,0.9713333333333334,0.9713333333333334,0.9713333333333334,0.972943919709762,0.9713333333333332,0.9710776779311118,10,2,test,EfficientNetV2B0 Pre-trained
0.994375,0.994375,0.994375,0.994375,0.9944211164238012,0.994375,0.9943769271121848,10,3,train,EfficientNetV2B0 Pre-trained
0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.979533102325141,0.9791666666666669,0.9791286229827698,10,3,val,EfficientNetV2B0 Pre-trained
0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9644526797421012,0.9633333333333332,0.963191860814098,10,3,test,EfficientNetV2B0 Pre-trained
0.9964583333333332,0.9964583333333332,0.9964583333333332,0.9964583333333332,0.9965072765072766,0.9964583333333332,0.996458142134715,10,4,train,EfficientNetV2B0 Pre-trained
0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9793066565469164,0.9791666666666666,0.9791380768583487,10,4,val,EfficientNetV2B0 Pre-trained
0.9766666666666668,0.9766666666666668,0.9766666666666668,0.9766666666666668,0.9771586485389891,0.9766666666666668,0.9767065786828966,10,4,test,EfficientNetV2B0 Pre-trained
0.9889583333333334,0.9889583333333334,0.9889583333333334,0.9889583333333334,0.9894270154930443,0.9889583333333334,0.988979667982912,10,5,train,EfficientNetV2B0 Pre-trained
0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9666359777781954,0.9641666666666668,0.964104566199688,10,5,val,EfficientNetV2B0 Pre-trained
0.9693333333333334,0.9693333333333334,0.9693333333333334,0.9693333333333334,0.9710027352368804,0.9693333333333334,0.969439729653142,10,5,test,EfficientNetV2B0 Pre-trained
0.9970833333333332,0.9970833333333332,0.9970833333333332,0.9970833333333332,0.9970968369346452,0.9970833333333332,0.9970841667398738,11,1,train,EfficientNetV2B0 Pre-trained
0.9758333333333332,0.9758333333333332,0.9758333333333332,0.9758333333333332,0.9758075325662,0.9758333333333332,0.9757947101420422,11,1,val,EfficientNetV2B0 Pre-trained
0.9766666666666668,0.9766666666666668,0.9766666666666668,0.9766666666666668,0.9768373789944964,0.9766666666666666,0.9765903434142672,11,1,test,EfficientNetV2B0 Pre-trained
0.9979166666666668,0.9979166666666668,0.9979166666666668,0.9979166666666668,0.9979237936671046,0.9979166666666666,0.9979170930686692,11,2,train,EfficientNetV2B0 Pre-trained
0.985,0.985,0.985,0.985,0.9850873605273108,0.985,0.98497276214788,11,2,val,EfficientNetV2B0 Pre-trained
0.978,0.978,0.978,0.978,0.9782592899179948,0.978,0.9779694225296024,11,2,test,EfficientNetV2B0 Pre-trained
0.9964583333333332,0.9964583333333332,0.9964583333333332,0.9964583333333332,0.9964695216700938,0.9964583333333332,0.9964555882815308,11,3,train,EfficientNetV2B0 Pre-trained
0.9725,0.9725,0.9725,0.9725,0.973490055137668,0.9725,0.972509772663912,11,3,val,EfficientNetV2B0 Pre-trained
0.978,0.978,0.978,0.978,0.9781391398253654,0.978,0.9779715342821234,11,3,test,EfficientNetV2B0 Pre-trained
0.9972916666666668,0.9972916666666668,0.9972916666666668,0.9972916666666668,0.99730073137023,0.9972916666666668,0.9972906692091156,11,4,train,EfficientNetV2B0 Pre-trained
0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9783333333333334,0.9788683996775138,0.9783333333333332,0.9783476318605884,11,4,val,EfficientNetV2B0 Pre-trained
0.986,0.986,0.986,0.986,0.9861141388919046,0.986,0.985993532022186,11,4,test,EfficientNetV2B0 Pre-trained
0.9966666666666668,0.9966666666666668,0.9966666666666668,0.9966666666666668,0.9966847296512386,0.9966666666666668,0.9966678184378404,11,5,train,EfficientNetV2B0 Pre-trained
0.9841666666666666,0.9841666666666666,0.9841666666666666,0.9841666666666666,0.9842478437238428,0.9841666666666666,0.984132334636142,11,5,val,EfficientNetV2B0 Pre-trained
0.9793333333333332,0.9793333333333332,0.9793333333333332,0.9793333333333332,0.9796563149544978,0.9793333333333332,0.9792601482462552,11,5,test,EfficientNetV2B0 Pre-trained
0.9960416666666668,0.9960416666666668,0.9960416666666668,0.9960416666666668,0.9960649460896626,0.9960416666666668,0.9960408340439008,12,1,train,EfficientNetV2B0 Pre-trained
0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9833333333333332,0.9834850650539452,0.9833333333333332,0.9833337648892246,12,1,val,EfficientNetV2B0 Pre-trained
0.98,0.98,0.98,0.98,0.980253788904788,0.98,0.9799744020445372,12,1,test,EfficientNetV2B0 Pre-trained
0.9677083333333332,0.9677083333333332,0.9677083333333332,0.9677083333333332,0.9690446720512788,0.9677083333333334,0.9677553806675236,12,2,train,EfficientNetV2B0 Pre-trained
0.9491666666666668,0.9491666666666668,0.9491666666666668,0.9491666666666668,0.9523809123909108,0.9491666666666668,0.9492954218141356,12,2,val,EfficientNetV2B0 Pre-trained
0.9453333333333334,0.9453333333333334,0.9453333333333334,0.9453333333333334,0.9496704006523452,0.9453333333333334,0.9455918912403756,12,2,test,EfficientNetV2B0 Pre-trained
0.9970833333333332,0.9970833333333332,0.9970833333333332,0.9970833333333332,0.9970863584012688,0.9970833333333332,0.9970830014713256,12,3,train,EfficientNetV2B0 Pre-trained
0.9683333333333334,0.9683333333333334,0.9683333333333334,0.9683333333333334,0.9684351082205034,0.9683333333333334,0.9683528505896616,12,3,val,EfficientNetV2B0 Pre-trained
0.9793333333333332,0.9793333333333332,0.9793333333333332,0.9793333333333332,0.9795035139199844,0.9793333333333332,0.9792837413164208,12,3,test,EfficientNetV2B0 Pre-trained
0.99875,0.99875,0.99875,0.99875,0.9987577639751553,0.99875,0.9987499877928496,12,4,train,EfficientNetV2B0 Pre-trained
0.9891666666666666,0.9891666666666666,0.9891666666666666,0.9891666666666666,0.9894632469592808,0.9891666666666667,0.9891782440048968,12,4,val,EfficientNetV2B0 Pre-trained
